1044 0.012625
0.352363 0.19615 0.351893
0.405794 0.203145 0.337401
0.455255 0.201908 0.340359
0.50096 0.203274 0.342172
0.542907 0.205723 0.339302
0.592541 0.206248 0.341561
0.338747 0.207556 0.404993
0.396973 0.235506 0.395398
0.452646 0.231978 0.392452
0.498942 0.229823 0.393214
0.549893 0.233083 0.393212
0.604848 0.229373 0.39646
0.336526 0.194695 0.453048
0.392491 0.234646 0.452488
0.453525 0.225153 0.453551
0.49841 0.221187 0.452895
0.54883 0.228726 0.452353
0.607869 0.226804 0.453934
0.343506 0.200203 0.500117
0.393202 0.233591 0.497226
0.455297 0.222808 0.495408
0.49975 0.218067 0.496731
0.54785 0.226057 0.497576
0.608535 0.222631 0.498522
0.341442 0.205121 0.544174
0.393929 0.237605 0.550168
0.455748 0.231851 0.548154
0.499108 0.22704 0.546919
0.547305 0.233202 0.546961
0.611532 0.224253 0.54429
0.345529 0.195673 0.596433
0.391682 0.225854 0.610429
0.452342 0.222043 0.609597
0.499845 0.215308 0.603326
0.544131 0.225893 0.602989
0.606245 0.227283 0.59913
0.369077 0.232526 0.371254
0.348817 0.201194 0.599707
0.376976 0.23509 0.502644
0.544372 0.224714 0.492682
0.464974 0.233045 0.573519
0.549282 0.216827 0.344681
0.355025 0.220052 0.597999
0.35773 0.199793 0.613264
0.650893 0.19436 0.480951
0.475098 0.220918 0.347532
0.635376 0.192926 0.635308
0.600947 0.23247 0.590491
0.506254 0.230068 0.584425
0.495721 0.220995 0.515321
0.552017 0.224705 0.474412
0.651708 0.194382 0.464585
0.347751 0.223772 0.546025
0.368943 0.206935 0.341273
0.531257 0.211345 0.615098
0.380269 0.223443 0.610496
0.40425 0.237476 0.588869
0.449915 0.233585 0.550866
0.344368 0.218632 0.559308
0.515916 0.22833 0.553638
0.388415 0.197861 0.640538
0.633802 0.212245 0.559859
0.515778 0.222615 0.521809
0.45633 0.225817 0.602
0.62601 0.22026 0.588036
0.470263 0.218346 0.496129
0.483505 0.200447 0.620105
0.625487 0.220045 0.56631
0.540179 0.22231 0.480991
0.645692 0.200064 0.590036
0.512989 0.209774 0.608505
0.343557 0.215538 0.409009
0.360318 0.228494 0.591378
0.368222 0.234371 0.441235
0.589417 0.240885 0.578218
0.610891 0.226725 0.444884
0.467025 0.219361 0.457633
0.546903 0.217397 0.345978
0.480001 0.218799 0.600652
0.469242 0.1982 0.628511
0.53244 0.223517 0.512009
0.506854 0.21817 0.496144
0.549051 0.204606 0.641151
0.567257 0.234233 0.415307
0.479315 0.21212 0.479592
0.592766 0.228761 0.517915
