252 0.012625
0.351279 0.153496 0.351276
0.400673 0.154415 0.351524
0.450304 0.153516 0.351878
0.499892 0.153492 0.352021
0.549422 0.154035 0.351856
0.598779 0.15323 0.351456
0.351727 0.15446 0.400721
0.400941 0.155516 0.40084
0.450318 0.154315 0.401054
0.499765 0.154368 0.401092
0.549364 0.155042 0.400896
0.598516 0.15438 0.400867
0.351807 0.153464 0.450175
0.401024 0.154638 0.450309
0.450358 0.153129 0.450401
0.499808 0.152949 0.450392
0.549154 0.153888 0.450352
0.598436 0.154098 0.450348
0.351978 0.153354 0.49985
0.401112 0.154616 0.499715
0.450375 0.153166 0.499698
0.499804 0.152987 0.499715
0.549144 0.15392 0.499715
0.598464 0.153929 0.499771
0.351855 0.154016 0.549291
0.401066 0.155335 0.549269
0.450362 0.154189 0.54909
0.499722 0.154057 0.549032
0.549186 0.154833 0.549126
0.598641 0.15406 0.549221
0.351416 0.153296 0.598789
0.400709 0.155198 0.598598
0.450259 0.153834 0.598449
0.499759 0.152906 0.598256
0.549401 0.153771 0.598172
0.598871 0.153894 0.598579
0.381139 0.156876 0.38476
0.358203 0.153919 0.598621
0.3905 0.155085 0.50402
0.545853 0.153753 0.494403
0.462164 0.154527 0.566431
0.552936 0.154946 0.362509
0.374516 0.155942 0.587661
0.361969 0.153631 0.610751
0.641761 0.15251 0.478509
0.47432 0.154857 0.369964
0.647373 0.151496 0.647805
0.589518 0.154496 0.588613
0.509339 0.154609 0.576574
0.494627 0.153281 0.518841
0.552918 0.15373 0.474028
0.645682 0.152027 0.459477
0.368482 0.155472 0.545086
0.37251 0.155361 0.355187
0.536519 0.152276 0.613756
0.391659 0.155295 0.598571
0.412781 0.155528 0.579007
0.444498 0.154328 0.551575
0.365244 0.155449 0.558216
0.518087 0.154338 0.555584
0.38688 0.153289 0.633204
0.621454 0.152921 0.567382
0.516554 0.153525 0.52562
0.453777 0.154108 0.5897
0.61443 0.153516 0.592197
0.466429 0.152921 0.49981
0.480825 0.151121 0.619638
0.61028 0.153692 0.571738
0.541876 0.153461 0.481408
0.641682 0.1522 0.600088
0.514687 0.152193 0.609026
0.360823 0.155071 0.406507
0.381097 0.155608 0.579751
0.385218 0.154787 0.44078
0.577245 0.155049 0.575025
0.602146 0.153697 0.441457
0.464516 0.152529 0.455291
0.550317 0.15441 0.363265
0.478823 0.152983 0.590362
0.467197 0.151012 0.627769
0.534276 0.153321 0.515408
0.507553 0.152754 0.498953
0.557066 0.151501 0.630741
0.564495 0.154131 0.419051
0.477227 0.152194 0.480397
0.583665 0.153964 0.520605
0.437304 0.153829 0.546497
0.403826 0.15461 0.545618
0.620336 0.153253 0.417388
0.396772 0.153788 0.628365
0.573699 0.155053 0.565208
0.474775 0.1522 0.465399
0.397657 0.155035 0.589062
0.500605 0.15241 0.480379
0.409645 0.154912 0.566584
0.571121 0.154019 0.428648
0.464873 0.1526 0.448488
0.352989 0.153425 0.535478
0.589267 0.154355 0.577615
0.374777 0.154355 0.612021
0.54934 0.150651 0.638355
0.625959 0.153624 0.461841
0.599886 0.153707 0.418903
0.524333 0.153623 0.584763
0.451726 0.154221 0.577687
0.364561 0.154725 0.554019
0.465313 0.154083 0.571002
0.602624 0.153523 0.598495
0.381468 0.154121 0.463242
0.38405 0.154041 0.46391
0.417321 0.153943 0.37278
0.61572 0.153074 0.446573
0.62568 0.152859 0.436276
0.535574 0.153723 0.367568
0.607173 0.153171 0.458296
0.601131 0.153129 0.574745
0.535148 0.153578 0.570408
0.393032 0.153753 0.468393
0.50691 0.153573 0.392626
0.576565 0.153559 0.524394
0.448096 0.153397 0.395033
