1836 0.012625
0.371227 0.238663 0.372536
0.421175 0.21527 0.325886
0.457213 0.197618 0.309001
0.498409 0.193121 0.308812
0.533819 0.193177 0.316509
0.572794 0.206401 0.335704
0.328029 0.210153 0.416283
0.350955 0.290769 0.352707
0.441843 0.292494 0.314563
0.49876 0.286279 0.305648
0.569034 0.291541 0.32175
0.641385 0.26356 0.364119
0.32657 0.195342 0.460398
0.311508 0.290608 0.438738
0.434156 0.361212 0.430666
0.500123 0.359105 0.425776
0.582134 0.359966 0.43619
0.68585 0.265327 0.442527
0.315963 0.19766 0.49555
0.308286 0.285217 0.503384
0.436313 0.360469 0.499918
0.504366 0.357047 0.499493
0.583777 0.355561 0.499428
0.692345 0.25299 0.504044
0.323157 0.201253 0.534588
0.323307 0.287341 0.575726
0.435577 0.352826 0.589559
0.497595 0.351382 0.589834
0.575196 0.354904 0.578222
0.682052 0.25017 0.558579
0.349444 0.233642 0.57382
0.364153 0.234385 0.634793
0.438904 0.254559 0.675801
0.499852 0.252804 0.687266
0.555416 0.272887 0.680909
0.636394 0.262205 0.625341
0.348673 0.245528 0.352407
0.348109 0.227721 0.579494
0.295679 0.26215 0.508653
0.57546 0.356366 0.49292
0.449953 0.325475 0.644854
0.545817 0.198359 0.303232
0.335763 0.21025 0.593979
0.358254 0.230522 0.591414
0.667403 0.192736 0.481328
0.470368 0.195372 0.285679
0.619113 0.239449 0.617358
0.64266 0.273225 0.62634
0.508184 0.304283 0.670671
0.497282 0.358437 0.530809
0.595758 0.353825 0.469219
0.667334 0.197264 0.466336
0.304313 0.210331 0.549136
0.385439 0.228971 0.353871
0.533144 0.235068 0.684141
0.352858 0.224105 0.625367
0.353295 0.265818 0.636795
0.424086 0.352068 0.593262
0.313127 0.2084 0.558652
0.5222 0.346847 0.60403
0.396808 0.228171 0.635271
0.678979 0.2073 0.566346
0.527723 0.354546 0.539901
0.44161 0.269616 0.676239
0.665305 0.235474 0.598355
0.460837 0.359109 0.50004
0.481834 0.210065 0.68554
0.676596 0.227282 0.578155
0.566 0.356948 0.47674
0.660749 0.213344 0.581443
0.51392 0.242605 0.685883
0.317812 0.211404 0.413024
0.331389 0.220341 0.597565
0.298217 0.250154 0.428518
0.639173 0.297564 0.620774
0.683038 0.261597 0.430679
0.456673 0.359221 0.436167
0.54415 0.199426 0.301453
0.473993 0.254672 0.687809
0.466965 0.200106 0.67873
0.554448 0.355072 0.522139
0.514935 0.356424 0.498289
0.54595 0.202059 0.669023
0.611683 0.319438 0.365023
0.476587 0.354984 0.472554
0.683434 0.278606 0.529137
0.403843 0.351867 0.57833
0.326746 0.295549 0.568474
0.681423 0.226406 0.407386
0.396819 0.222305 0.645266
0.638328 0.314382 0.604573
0.471801 0.356104 0.451064
0.35164 0.235516 0.625647
0.505807 0.355798 0.47294
0.339968 0.287048 0.617733
0.631399 0.31863 0.38871
0.456439 0.359762 0.423899
0.314244 0.200217 0.527062
0.659165 0.274961 0.609602
0.360383 0.219226 0.610858
0.535454 0.204592 0.66299
0.688437 0.207535 0.46349
0.663552 0.268818 0.392352
0.526425 0.294185 0.677197
0.436067 0.30159 0.661035
0.310895 0.207227 0.55373
0.453799 0.312611 0.658116
0.641711 0.259515 0.619959
0.284912 0.222034 0.458565
0.286395 0.231949 0.458681
0.413122 0.225866 0.308445
0.691508 0.231395 0.443538
0.692884 0.213993 0.43517
0.533567 0.208255 0.295514
0.691002 0.246327 0.454789
0.672124 0.250716 0.588659
0.543787 0.325554 0.64155
0.291994 0.259135 0.462593
0.508097 0.268235 0.295977
0.669383 0.297377 0.532744
0.439601 0.277846 0.306023
0.65656 0.218418 0.367871
0.567492 0.355942 0.499483
0.34 0.264542 0.627555
0.523754 0.258864 0.686367
0.28731 0.235875 0.496468
0.476856 0.358151 0.412183
0.675236 0.198497 0.476711
0.693983 0.226913 0.497264
0.520056 0.354361 0.552704
0.511306 0.357213 0.450792
0.642087 0.33035 0.467671
0.435894 0.215096 0.673736
0.366121 0.233523 0.366631
0.563783 0.333722 0.351026
0.552341 0.354493 0.392758
0.484134 0.246897 0.687719
0.460249 0.282956 0.305368
0.524066 0.355789 0.499612
0.63654 0.225612 0.365849
0.406872 0.218944 0.320962
0.693581 0.218719 0.449271
0.631463 0.223097 0.357982
0.43132 0.360707 0.455379
0.403963 0.238227 0.632437
0.284455 0.231162 0.48552
0.600298 0.352699 0.461589
0.687168 0.207507 0.453942
0.487075 0.326081 0.336829
0.520879 0.218758 0.291436
0.426546 0.215145 0.668278
0.408976 0.357596 0.533304
0.529783 0.211347 0.678835
0.646224 0.319869 0.413578
0.446288 0.36019 0.430695
0.576084 0.208935 0.667427
0.390083 0.244557 0.656303
0.30365 0.235452 0.549945
0.6676 0.200026 0.461423
0.374577 0.239887 0.64292
0.369045 0.343668 0.494713
0.370527 0.228927 0.355029
0.380031 0.2235 0.636584
0.501111 0.355423 0.476989
0.539459 0.298151 0.3181
0.526573 0.293958 0.676825
0.590731 0.208601 0.329187
0.622642 0.340154 0.51827
0.370363 0.344166 0.49133
0.308853 0.19287 0.480971
0.491963 0.345602 0.608004
0.322474 0.279891 0.590184
0.364811 0.33121 0.594069
0.580858 0.217512 0.659627
0.379939 0.291492 0.645022
0.463094 0.352221 0.38838
0.669224 0.201129 0.458138
0.55723 0.207659 0.652224
0.524264 0.35863 0.41287
0.576579 0.210705 0.665371
0.301365 0.253673 0.538982
0.293547 0.245657 0.514802
0.321164 0.267495 0.60074
0.671301 0.200771 0.462844
0.325007 0.214227 0.410412
0.50605 0.224552 0.28891
0.641683 0.32901 0.489569
0.65235 0.32106 0.46392
0.542666 0.250741 0.300985
0.455389 0.304733 0.321733
0.32531 0.304312 0.513846
0.679225 0.26763 0.425
0.30524 0.271754 0.533474
0.39291 0.303145 0.33431
0.449341 0.307007 0.323648
0.407404 0.219818 0.653974
0.660665 0.218707 0.378572
0.306838 0.201469 0.524708
0.690361 0.263056 0.503918
0.306636 0.196074 0.489814
0.434282 0.25045 0.673222
0.52604 0.208619 0.665921
0.328566 0.290687 0.591329
0.589436 0.349578 0.593451
0.412601 0.221283 0.311339
0.349885 0.224291 0.591669
0.441215 0.281762 0.308469
0.563852 0.234068 0.308593
0.298454 0.199985 0.512878
0.412248 0.315358 0.644379
0.63981 0.221635 0.361978
0.689113 0.265533 0.515041
0.685038 0.256925 0.542504
0.560872 0.353971 0.558847
0.317088 0.285131 0.545385
0.400226 0.355988 0.499317
0.314746 0.259526 0.388386
0.303652 0.250193 0.545569
0.526251 0.201254 0.300923
0.312719 0.195661 0.466195
0.516784 0.239871 0.292869
0.489765 0.230763 0.287671
0.413226 0.219566 0.324397
0.354389 0.314701 0.371898
0.554343 0.357087 0.403743
0.650684 0.221732 0.378865
0.325505 0.209708 0.558006
0.686325 0.225025 0.546058
0.310826 0.201386 0.442225
0.460421 0.342234 0.616469
0.5511 0.200238 0.309537
0.418265 0.215474 0.310536
0.539284 0.316722 0.653291
0.669262 0.212642 0.399536
0.502574 0.230803 0.289592
0.529884 0.354357 0.501212
0.295857 0.201435 0.509039
0.564809 0.280835 0.316289
0.500916 0.35755 0.435294
0.557391 0.273161 0.679467
0.316137 0.279156 0.558821
0.301587 0.215946 0.425513
0.327679 0.30036 0.548674
0.352033 0.333034 0.49862
0.691765 0.265711 0.472992
0.668647 0.299565 0.519691
0.590371 0.357557 0.431991
0.36081 0.270614 0.64099
0.539373 0.221253 0.681618
0.499698 0.353441 0.389873
0.570812 0.236614 0.676837
0.576035 0.20964 0.313598
0.353999 0.219831 0.618558
0.403723 0.237578 0.320837
0.371592 0.340109 0.397102
0.372268 0.317037 0.35814
0.519485 0.335466 0.626344
0.486974 0.232669 0.288158
0.501543 0.200265 0.295775
0.517324 0.350809 0.3797
0.364574 0.339427 0.469707
0.29167 0.238614 0.508653
0.617302 0.340987 0.570572
0.588165 0.221769 0.320697
0.618867 0.233926 0.637455
0.592437 0.348415 0.593497
0.427045 0.354044 0.390617
0.4599 0.358408 0.424049
0.4866 0.357772 0.423301
0.353956 0.234295 0.36026
0.532507 0.209603 0.67672
0.596076 0.216376 0.327851
0.672208 0.200917 0.513716
0.601386 0.239995 0.657557
0.567296 0.357646 0.455197
0.692068 0.249917 0.473332
0.47464 0.195723 0.302514
0.354868 0.286443 0.34892
0.46804 0.271624 0.683067
0.675302 0.198676 0.516035
0.546978 0.352949 0.527809
0.404388 0.356642 0.46994
0.306105 0.233423 0.552332
0.666569 0.219101 0.592591
0.444825 0.336014 0.351373
0.525858 0.27184 0.299502
0.521582 0.314585 0.658819
0.529567 0.344698 0.605498
0.28806 0.23823 0.488945
0.367816 0.298906 0.348135
0.610488 0.344677 0.530614
0.395744 0.332734 0.35866
0.310424 0.249683 0.560334
0.471215 0.238588 0.289297
0.682197 0.200869 0.521335
0.652255 0.223562 0.384399
0.39467 0.351745 0.545582
0.62467 0.340396 0.472829
0.513659 0.248529 0.68455
0.690722 0.259461 0.479828
0.678298 0.263911 0.559556
0.664974 0.269334 0.397846
0.559332 0.257834 0.309693
0.4673 0.353735 0.468068
0.402315 0.233143 0.642011
0.67242 0.199669 0.52691
0.434463 0.358857 0.50753
0.460007 0.220824 0.287558
0.610559 0.335885 0.385693
0.636783 0.231827 0.347062
0.63306 0.225829 0.359705
0.688857 0.252532 0.520664
0.444306 0.357619 0.541085
0.324905 0.300294 0.524411
0.388157 0.342798 0.384199
0.505004 0.210064 0.669142
0.466445 0.354195 0.471605
0.623484 0.301468 0.369623
0.579708 0.219749 0.671607
0.447012 0.217687 0.290689
0.318653 0.294679 0.506159
0.474337 0.282137 0.680779
0.407213 0.225396 0.323892
0.302051 0.221216 0.424777
0.343552 0.264378 0.353447
0.402577 0.352281 0.557957
0.437575 0.274256 0.672072
0.485253 0.200077 0.295664
0.303929 0.260481 0.419885
0.469001 0.243144 0.291625
0.415693 0.356003 0.543908
0.4503 0.280858 0.307755
0.677198 0.220949 0.567956
0.620332 0.267891 0.640821
0.378576 0.276008 0.649587
0.595545 0.269824 0.667736
0.622603 0.341865 0.449151
0.332324 0.304434 0.391335
0.392416 0.352189 0.448457
0.526254 0.341224 0.612371
0.670197 0.201112 0.504729
0.293806 0.231234 0.517544
0.483651 0.355528 0.439243
0.569401 0.352975 0.556051
0.57257 0.357081 0.407588
0.34871 0.220262 0.60806
0.388976 0.236936 0.336363
0.330535 0.229146 0.394746
0.522211 0.212594 0.667533
0.374882 0.344541 0.480941
0.505641 0.352612 0.47046
0.424412 0.22439 0.302764
0.332256 0.308139 0.535626
0.435167 0.237114 0.30037
0.353712 0.323663 0.386584
0.335101 0.245177 0.374515
0.645193 0.258492 0.613451
0.50035 0.352872 0.557805
0.6483 0.228323 0.603071
0.61518 0.246852 0.641229
0.381481 0.24046 0.342407
0.688074 0.268794 0.483789
0.30598 0.265037 0.411765
0.518906 0.215395 0.670283
