4536 0.012625
0.385287 0.586419 0.406131
0.418302 0.574947 0.301021
0.48767 0.602555 0.297359
0.496542 0.614542 0.305026
0.512347 0.612642 0.289867
0.577514 0.526097 0.319121
0.324874 0.578322 0.420354
0.376269 0.645087 0.360968
0.451485 0.597921 0.320943
0.488206 0.231659 0.310227
0.545322 0.627177 0.333425
0.609468 0.558185 0.363092
0.271906 0.568537 0.4685
0.3361 0.553489 0.478924
0.372606 0.402774 0.367555
0.519058 0.457035 0.259004
0.618565 0.402059 0.404207
0.67955 0.572103 0.477358
0.273474 0.611425 0.471432
0.325211 0.343197 0.489228
0.246931 0.503398 0.520541
0.602291 0.749495 0.539791
0.712842 0.435424 0.513859
0.660897 0.210483 0.495472
0.268717 0.592177 0.503149
0.31176 0.646492 0.539626
0.435021 0.513105 0.591035
0.494242 0.400654 0.69714
0.575615 0.43 0.572421
0.65221 0.498548 0.508118
0.364074 0.596317 0.583098
0.354508 0.529149 0.62931
0.439061 0.589264 0.705918
0.492914 0.258474 0.674821
0.51492 0.526157 0.633207
0.628332 0.588676 0.627306
0.375543 0.589552 0.382665
0.36283 0.589981 0.585588
0.323605 0.205724 0.493943
0.729429 0.448572 0.494272
0.454731 0.5983 0.645195
0.498638 0.634689 0.310098
0.313059 0.552504 0.583734
0.369655 0.579255 0.592215
0.721465 0.542683 0.502946
0.497121 0.564327 0.347677
0.60199 0.577739 0.617835
0.639706 0.642672 0.600233
0.502415 0.268407 0.681183
0.566342 0.622403 0.72974
0.6614 0.421265 0.442557
0.717954 0.525949 0.47145
0.314108 0.628549 0.503829
0.396597 0.576476 0.377082
0.500233 0.436938 0.640464
0.345601 0.521064 0.623918
0.350844 0.626516 0.618824
0.432584 0.521168 0.576704
0.275494 0.624158 0.487157
0.53562 0.383015 0.660787
0.395165 0.577364 0.605141
0.703754 0.60377 0.533542
0.616554 0.439283 0.658134
0.458373 0.597933 0.698998
0.655752 0.586767 0.593323
0.293408 0.696963 0.554856
0.494258 0.556613 0.650559
0.698808 0.590499 0.559644
0.716834 0.46424 0.425596
0.658535 0.568083 0.591566
0.498085 0.313024 0.661735
0.315334 0.590556 0.418
0.296018 0.560363 0.57281
0.335955 0.544712 0.484015
0.614873 0.658363 0.570137
0.691996 0.587272 0.453275
0.378548 0.440991 0.328467
0.498499 0.633715 0.316931
0.483534 0.272696 0.677883
0.482409 0.588403 0.716084
0.661697 0.438645 0.590486
0.659353 0.723209 0.530521
0.530114 0.561704 0.720155
0.58454 0.678903 0.385456
0.394043 0.699384 0.323562
0.671529 0.196002 0.512263
0.412735 0.516493 0.554684
0.312871 0.63985 0.545121
0.697455 0.586049 0.429561
0.391174 0.558683 0.612095
0.612058 0.627199 0.554845
0.36653 0.524532 0.277707
0.342033 0.537855 0.627564
0.598525 0.686684 0.319334
0.352763 0.656599 0.571584
0.609798 0.677824 0.420181
0.409067 0.44143 0.338425
0.271699 0.617414 0.474739
0.652557 0.635474 0.565177
0.368419 0.547933 0.59814
0.524457 0.558725 0.717573
0.665569 0.50704 0.493639
0.648099 0.571211 0.375484
0.511444 0.25416 0.675194
0.443383 0.634359 0.677211
0.281704 0.629955 0.484382
0.461303 0.586405 0.654436
0.631962 0.591104 0.620054
0.332489 0.280769 0.480116
0.333326 0.24846 0.480848
0.445295 0.604526 0.298076
0.658425 0.394946 0.479843
0.677912 0.575459 0.487513
0.504881 0.564533 0.348576
0.669741 0.288249 0.473914
0.680901 0.603107 0.564579
0.530536 0.537162 0.635339
0.342768 0.207368 0.478278
0.488891 0.199493 0.333702
0.64422 0.404128 0.504041
0.464037 0.584939 0.309696
0.634754 0.521159 0.366569
0.737036 0.458148 0.527389
0.340462 0.632243 0.590872
0.502058 0.236583 0.673848
0.338425 0.243924 0.491211
0.44482 0.450768 0.302536
0.709821 0.570674 0.498121
0.664285 0.275883 0.486907
0.58499 0.449145 0.667899
0.593558 0.53768 0.25762
0.664264 0.429575 0.470495
0.411711 0.564592 0.686776
0.382788 0.586311 0.399113
0.52772 0.554962 0.381714
0.541645 0.430515 0.377342
0.488114 0.27359 0.674809
0.478905 0.344212 0.320997
0.706623 0.678933 0.540935
0.594678 0.538282 0.375932
0.414187 0.58445 0.305461
0.659567 0.426825 0.483438
0.596538 0.52656 0.36781
0.325838 0.428698 0.383028
0.395058 0.590363 0.606957
0.3431 0.260515 0.488398
0.644527 0.43908 0.444417
0.681619 0.575043 0.493142
0.485098 0.330686 0.307229
0.493643 0.378122 0.338804
0.394101 0.559237 0.662003
0.340164 0.413936 0.552163
0.511895 0.604663 0.700854
0.639689 0.650193 0.445641
0.37998 0.419045 0.348825
0.560209 0.549827 0.706613
0.370891 0.567693 0.644171
0.343491 0.575156 0.507457
0.712446 0.522651 0.459234
0.360281 0.54133 0.633411
0.321966 0.390363 0.499112
0.389145 0.576788 0.380542
0.380971 0.551613 0.6077
0.569951 0.724734 0.34708
0.521375 0.549296 0.352974
0.511426 0.257891 0.674766
0.585539 0.528804 0.320963
0.662016 0.402822 0.516504
0.316969 0.391389 0.494843
0.298097 0.613369 0.498707
0.481437 0.390135 0.681117
0.324693 0.659164 0.534523
0.390388 0.639505 0.537581
0.575644 0.563253 0.688228
0.379178 0.641064 0.632652
0.447365 0.497088 0.350866
0.710026 0.525507 0.45483
0.562889 0.537815 0.684456
0.550219 0.431259 0.330616
0.563592 0.551139 0.702686
