5004 0.012625
0.389075 0.668014 0.410696
0.404445 0.60483 0.302266
0.488922 0.657953 0.26244
0.502443 0.667932 0.268349
0.52201 0.637951 0.257805
0.579285 0.570728 0.32726
0.324239 0.644583 0.415197
0.355755 0.656748 0.350717
0.433866 0.668194 0.304269
0.485025 0.212149 0.305265
0.565879 0.676022 0.307557
0.601596 0.595956 0.367635
0.268521 0.621008 0.468998
0.309543 0.677231 0.484736
0.391153 0.430005 0.38365
0.513421 0.477551 0.291041
0.600339 0.462125 0.418537
0.71127 0.645881 0.469119
0.246969 0.639902 0.465031
0.323322 0.368886 0.487929
0.276837 0.509817 0.512326
0.652389 0.78495 0.567681
0.681359 0.486284 0.50946
0.662971 0.204436 0.495238
0.25549 0.616108 0.506002
0.276733 0.669303 0.560621
0.448326 0.64399 0.598374
0.494917 0.442634 0.668964
0.563264 0.549948 0.559467
0.674653 0.631134 0.517123
0.363767 0.648334 0.591498
0.361873 0.542654 0.620722
0.425123 0.606732 0.712756
0.491946 0.250421 0.683195
0.524702 0.658769 0.656488
0.634432 0.590405 0.636471
0.378017 0.645507 0.390523
0.364277 0.640569 0.592715
0.333408 0.184168 0.490477
0.696652 0.471837 0.492609
0.443768 0.691697 0.664964
0.505633 0.681487 0.268948
0.319251 0.574445 0.584303
0.373316 0.631308 0.596757
0.725182 0.577191 0.506014
0.504098 0.681502 0.319988
0.606803 0.619852 0.627024
0.663596 0.643894 0.628026
0.501305 0.26183 0.687328
0.574904 0.593329 0.745869
0.64058 0.500931 0.455324
0.709523 0.568403 0.468639
0.27478 0.692474 0.509387
0.402412 0.645108 0.381512
0.506668 0.558766 0.635271
0.353684 0.530662 0.616228
0.333006 0.621855 0.626247
0.445049 0.655984 0.581509
0.241753 0.6498 0.484514
0.528293 0.43723 0.638804
0.396237 0.644014 0.610331
0.72843 0.626144 0.549724
0.592661 0.450152 0.634295
0.444083 0.626455 0.723059
0.664175 0.600687 0.61086
0.253566 0.676932 0.576662
0.49757 0.675389 0.679418
0.709749 0.59819 0.576866
0.678424 0.486549 0.437483
0.663201 0.584435 0.605394
0.49988 0.335734 0.666876
0.313071 0.636344 0.409743
0.300819 0.570493 0.571148
0.313363 0.671291 0.491939
0.648473 0.700365 0.602325
0.704769 0.628775 0.433684
0.399409 0.459562 0.351404
0.505089 0.688839 0.276141
0.482895 0.269548 0.68729
0.478806 0.607791 0.740551
0.631943 0.469554 0.571212
0.716487 0.737962 0.5456
0.531616 0.571419 0.7262
0.612135 0.710424 0.350183
0.36379 0.677588 0.290358
0.664018 0.182135 0.509715
0.418144 0.652445 0.553203
0.281455 0.661418 0.565117
0.694993 0.611322 0.411834
0.39746 0.621823 0.612919
0.639353 0.699726 0.580886
0.380739 0.498088 0.297619
0.347151 0.537885 0.621448
0.625445 0.664676 0.283518
0.327343 0.684782 0.593867
0.640269 0.716457 0.385038
0.425083 0.502563 0.362444
0.24236 0.641361 0.468235
0.67695 0.662246 0.595467
0.378105 0.598841 0.595603
0.525905 0.576932 0.725259
0.685993 0.63436 0.497702
0.63121 0.5836 0.373356
0.509533 0.243058 0.681377
0.419608 0.669869 0.702772
0.242501 0.662565 0.47886
0.451297 0.685491 0.678506
0.638387 0.594979 0.631093
0.323533 0.28653 0.482075
0.323628 0.243124 0.482487
0.426812 0.643801 0.286777
0.646494 0.485423 0.484028
0.710196 0.653328 0.485146
0.512665 0.681637 0.322905
0.676548 0.299686 0.472663
0.695795 0.622472 0.584873
0.539476 0.654945 0.658179
0.340449 0.214474 0.480385
0.487941 0.19759 0.339622
0.632441 0.508224 0.503971
0.454065 0.657169 0.285007
0.614252 0.541459 0.379253
0.705599 0.470656 0.519099
0.322177 0.645352 0.603233
0.500296 0.221274 0.680421
0.328963 0.245207 0.491431
0.454416 0.523966 0.330242
0.730296 0.606985 0.502604
0.673523 0.286083 0.48717
0.565434 0.482714 0.63989
0.58313 0.509422 0.26826
0.658035 0.545834 0.476841
0.401903 0.59989 0.681199
0.386307 0.660707 0.404923
0.529743 0.692234 0.367377
0.533714 0.538222 0.386361
0.487301 0.271401 0.684498
0.479256 0.368291 0.31857
0.747317 0.670059 0.560426
0.585465 0.604812 0.384588
0.396566 0.609911 0.305861
0.653186 0.543121 0.488388
0.584172 0.583179 0.378049
0.351505 0.442509 0.395883
0.391107 0.651396 0.613265
0.333086 0.273763 0.489643
0.632796 0.545608 0.460441
0.71275 0.649221 0.494704
0.48527 0.341179 0.30852
0.495107 0.442562 0.340609
0.39248 0.592537 0.654901
