3024 0.012625
0.372427 0.419392 0.37963
0.459457 0.357479 0.333449
0.479925 0.263634 0.342592
0.489688 0.265954 0.354014
0.49674 0.305224 0.351066
0.527938 0.374458 0.335375
0.337384 0.377053 0.45585
0.40687 0.351305 0.401127
0.439714 0.286276 0.324566
0.499369 0.236965 0.296412
0.545817 0.30509 0.34414
0.586367 0.389821 0.406215
0.323867 0.332754 0.475226
0.325408 0.267727 0.440221
0.35137 0.467627 0.339941
0.512454 0.499279 0.314023
0.679508 0.432651 0.366169
0.662929 0.25268 0.45155
0.338447 0.295245 0.481343
0.306543 0.253296 0.503374
0.348351 0.524194 0.507467
0.524779 0.538818 0.505215
0.708925 0.453702 0.516636
0.677881 0.201558 0.499652
0.343199 0.337441 0.494156
0.364469 0.311961 0.537485
0.370946 0.373166 0.674573
0.502671 0.428924 0.721496
0.643421 0.373437 0.648124
0.651463 0.237063 0.53037
0.359158 0.395679 0.555602
0.418031 0.409876 0.584074
0.459844 0.286645 0.643761
0.495241 0.223571 0.67689
0.537175 0.246209 0.660607
0.573859 0.36053 0.564582
0.401927 0.4122 0.404056
0.360994 0.400719 0.554238
0.316413 0.22116 0.50094
0.691503 0.4726 0.500303
0.422807 0.300946 0.674001
0.501662 0.274021 0.362541
0.372033 0.395503 0.529831
0.367181 0.414828 0.572123
0.6629 0.309458 0.49013
0.48051 0.220242 0.370066
0.591409 0.394417 0.590522
0.584306 0.321128 0.566504
0.508973 0.251182 0.709479
0.514315 0.534859 0.583179
0.722445 0.424802 0.439433
0.666901 0.325499 0.483206
0.355004 0.270949 0.499305
0.409366 0.418564 0.359375
0.512634 0.230459 0.656469
0.408476 0.418318 0.573274
0.415558 0.34052 0.567465
0.359153 0.356961 0.660571
0.354924 0.309281 0.497782
0.556646 0.38188 0.722237
0.40333 0.400018 0.621127
0.633988 0.284489 0.51463
0.586412 0.503522 0.617262
0.453645 0.267763 0.650442
0.611094 0.346589 0.539994
0.428685 0.54339 0.505777
0.488173 0.236096 0.648264
0.632081 0.303023 0.524816
0.6664 0.49638 0.461604
0.626669 0.363058 0.537229
0.50376 0.22447 0.667421
0.346004 0.350408 0.458799
0.377903 0.383242 0.526117
0.336392 0.250832 0.45475
0.600038 0.299795 0.580006
0.651159 0.266231 0.450118
0.406202 0.505105 0.34589
0.501981 0.266382 0.363218
0.476596 0.227516 0.678894
0.483913 0.267608 0.648073
0.65059 0.487733 0.570558
0.546278 0.537944 0.503444
0.512186 0.319835 0.645624
0.590387 0.307638 0.380857
0.461102 0.542292 0.440052
0.688324 0.224875 0.530239
0.337146 0.347668 0.632456
0.361006 0.318235 0.538411
0.633065 0.296697 0.458897
0.415498 0.403971 0.623644
0.620082 0.291966 0.588023
0.444434 0.531936 0.383189
0.412545 0.406584 0.566277
0.525305 0.539871 0.442428
0.389482 0.304927 0.564003
0.614622 0.302736 0.393237
0.405283 0.479637 0.316791
0.346612 0.303917 0.487915
0.609284 0.297566 0.558782
0.383532 0.428042 0.584144
0.510363 0.316665 0.653931
0.658484 0.235243 0.476431
0.612908 0.359987 0.431365
0.528825 0.240898 0.699316
0.435697 0.296081 0.636835
0.354586 0.298681 0.496206
0.433624 0.283663 0.673019
0.580269 0.360143 0.560795
0.345787 0.190527 0.47023
0.336521 0.187568 0.467769
0.462195 0.300215 0.343038
0.654819 0.221678 0.462367
0.646421 0.237847 0.467109
0.503266 0.232364 0.359678
0.667805 0.219649 0.46193
0.624145 0.303293 0.536264
0.566927 0.291201 0.67872
0.313382 0.205162 0.462437
0.505502 0.217249 0.310554
0.684113 0.25523 0.540155
0.446688 0.265978 0.325429
0.598607 0.406862 0.426036
0.676128 0.484912 0.515542
0.403374 0.328576 0.557786
0.514049 0.222108 0.679883
0.331647 0.186466 0.49066
0.45249 0.46903 0.286302
0.663793 0.276274 0.485088
0.656149 0.197782 0.492219
0.567725 0.491478 0.647075
0.535537 0.530661 0.386257
0.715768 0.295636 0.444329
0.467053 0.333 0.641535
0.380126 0.42414 0.383563
0.580108 0.299757 0.324059
0.602901 0.367612 0.299316
0.484893 0.223844 0.674314
0.454581 0.246801 0.306245
0.56713 0.536131 0.507654
0.597948 0.421458 0.395128
0.458732 0.35496 0.342728
0.650708 0.220833 0.468627
0.588308 0.42486 0.388586
0.335387 0.498871 0.395573
0.401181 0.390192 0.622045
0.333411 0.178435 0.483816
0.721191 0.406357 0.423592
0.656551 0.246569 0.47372
0.482283 0.298247 0.26293
0.501918 0.208402 0.351586
0.457367 0.365574 0.639235
0.288669 0.427195 0.582321
0.506903 0.266109 0.64159
0.641841 0.292756 0.404731
0.378918 0.483938 0.335857
0.524155 0.348932 0.638698
0.436884 0.378225 0.600828
0.345513 0.257348 0.510251
0.666676 0.328951 0.480431
0.424554 0.398668 0.591524
0.258754 0.346404 0.505353
0.400637 0.42485 0.375459
0.409676 0.410496 0.608064
0.515918 0.541266 0.452
0.53472 0.274591 0.313159
0.528939 0.241295 0.698887
0.5311 0.380046 0.35095
0.728327 0.337011 0.546468
0.256393 0.353385 0.497436
0.341897 0.273518 0.478762
0.487541 0.378033 0.735178
0.370097 0.299528 0.541583
0.361816 0.298208 0.586555
0.532352 0.357817 0.63771
0.416572 0.330311 0.591654
0.420906 0.386907 0.274309
0.665247 0.325556 0.47878
0.527938 0.352085 0.661003
0.563817 0.443978 0.288199
0.525783 0.351001 0.639715
0.335261 0.246451 0.513932
0.328843 0.211203 0.500969
0.374724 0.299603 0.540032
0.665736 0.310836 0.480408
0.342945 0.374721 0.454033
0.496468 0.197733 0.344067
0.72747 0.293472 0.486108
0.701614 0.28407 0.444192
0.51798 0.250623 0.33079
0.440549 0.285106 0.308279
0.307303 0.281766 0.516407
0.642949 0.285373 0.447327
0.328685 0.258965 0.517565
0.420367 0.324056 0.368181
0.435864 0.294338 0.313984
0.427836 0.398136 0.632232
0.610045 0.399722 0.434597
0.350326 0.273588 0.489312
0.68552 0.210539 0.50075
0.344958 0.26211 0.481681
0.458004 0.310254 0.636766
0.506595 0.298492 0.653101
0.374697 0.308611 0.546499
0.631851 0.331969 0.636017
0.462505 0.312943 0.342373
0.368362 0.411221 0.55783
0.444981 0.271321 0.324646
0.51445 0.287925 0.341466
0.356232 0.244792 0.489363
0.411943 0.302391 0.627372
0.593687 0.421806 0.400735
0.686391 0.210388 0.511997
0.667546 0.217828 0.530537
0.645222 0.420589 0.641516
0.337106 0.290344 0.527736
0.268781 0.431242 0.508626
0.373264 0.318155 0.438943
0.339512 0.254073 0.514921
0.498483 0.246196 0.36112
0.336673 0.283517 0.474818
0.50484 0.202521 0.331689
0.488192 0.191363 0.334187
0.457454 0.360712 0.338754
0.387785 0.314835 0.400434
0.611643 0.390424 0.301186
0.611119 0.415078 0.419421
0.347613 0.34958 0.506768
0.644013 0.223518 0.516287
0.342425 0.291438 0.468866
0.421697 0.343169 0.70883
0.502342 0.293193 0.355473
0.465727 0.306458 0.339859
0.554324 0.279119 0.682897
0.630359 0.374351 0.456368
0.495515 0.195473 0.336965
0.582413 0.53412 0.512829
0.357287 0.234752 0.489306
0.537363 0.303799 0.339933
0.513069 0.517143 0.340151
0.537649 0.250327 0.657622
0.346406 0.288477 0.52966
0.347762 0.264398 0.46398
0.339308 0.300182 0.53737
0.271477 0.306742 0.509776
0.686303 0.220784 0.47032
0.695527 0.256147 0.526648
0.684588 0.403606 0.36446
0.417705 0.338804 0.574344
0.51202 0.252317 0.644711
0.504865 0.405422 0.259062
0.524944 0.283159 0.639636
0.512741 0.326114 0.351169
0.397866 0.424007 0.575311
0.451929 0.351115 0.348892
0.366154 0.327243 0.388283
0.398171 0.3139 0.385902
0.545833 0.323564 0.720859
0.48656 0.191315 0.331301
0.491802 0.228672 0.361765
0.542788 0.375104 0.258222
0.270839 0.340058 0.446112
0.332494 0.199269 0.496885
0.655916 0.320669 0.600134
0.523298 0.349615 0.351516
0.566214 0.394131 0.589143
0.63043 0.329243 0.631599
0.368719 0.358889 0.312897
0.413233 0.481845 0.315317
0.479193 0.495691 0.305883
0.388353 0.426347 0.398216
0.507662 0.276671 0.641928
0.531937 0.37502 0.356608
0.653865 0.258852 0.498434
0.54156 0.353641 0.608304
0.663302 0.490811 0.408405
0.678133 0.211914 0.474115
0.483788 0.238426 0.354261
0.409846 0.363519 0.398276
0.465679 0.23932 0.68311
0.649266 0.254427 0.49766
0.634468 0.491398 0.585736
0.280275 0.444695 0.436405
0.346625 0.267425 0.509081
0.617885 0.355491 0.535034
0.412567 0.329865 0.312415
0.518476 0.232782 0.316246
0.533549 0.268104 0.706694
0.569664 0.369424 0.715136
0.325993 0.184315 0.48582
0.411022 0.347817 0.390778
0.708876 0.352748 0.57421
0.390961 0.307641 0.366105
0.347648 0.282221 0.517615
0.476041 0.195158 0.323174
0.638333 0.239013 0.498327
0.615337 0.412307 0.42319
0.301895 0.377284 0.594723
0.734214 0.336197 0.449834
0.504225 0.226832 0.672783
0.685351 0.216206 0.477969
0.65234 0.243799 0.537005
0.617247 0.355291 0.434243
0.524466 0.292735 0.336336
0.437532 0.540072 0.426548
0.412218 0.39566 0.623543
0.647383 0.257406 0.501893
0.339488 0.520426 0.526239
0.473362 0.202314 0.34288
0.624792 0.314039 0.365626
0.572387 0.405105 0.403993
0.589769 0.422818 0.39082
0.676137 0.201675 0.513868
0.367311 0.506046 0.612022
0.317165 0.291107 0.524433
0.368225 0.329434 0.367373
0.498251 0.288343 0.654024
0.436567 0.540758 0.435001
0.588013 0.341831 0.395359
0.524747 0.329885 0.631926
0.470702 0.218053 0.345856
0.306748 0.275059 0.507309
0.466313 0.239317 0.693369
0.455009 0.362646 0.343384
0.345652 0.26416 0.462721
0.405795 0.38354 0.408718
0.316313 0.375267 0.615925
0.450574 0.280206 0.641739
0.4864 0.223638 0.359033
0.342863 0.273244 0.446809
0.4744 0.200861 0.318848
0.305541 0.429627 0.608526
0.44912 0.260866 0.316459
0.637704 0.284586 0.519715
0.563345 0.337883 0.580731
0.424838 0.344011 0.587692
0.550363 0.290264 0.616871
