108 0.012625
0.350117 0.150326 0.350117
0.400062 0.150437 0.35015
0.450018 0.150326 0.350165
0.499981 0.150326 0.350165
0.549937 0.150437 0.35015
0.599882 0.150326 0.350117
0.35015 0.150437 0.400062
0.400079 0.150582 0.400079
0.450023 0.150435 0.400087
0.499976 0.150435 0.400087
0.54992 0.150582 0.400079
0.599849 0.150437 0.400062
0.350165 0.150326 0.450018
0.400087 0.150435 0.450023
0.450026 0.150276 0.450026
0.499973 0.150276 0.450026
0.549912 0.150436 0.450023
0.599834 0.150326 0.450018
0.350165 0.150326 0.499981
0.400087 0.150435 0.499976
0.450026 0.150276 0.499973
0.499973 0.150276 0.499973
0.549912 0.150436 0.499976
0.599834 0.150326 0.499981
0.35015 0.150437 0.549937
0.400079 0.150582 0.54992
0.450023 0.150436 0.549912
0.499976 0.150436 0.549912
0.54992 0.150583 0.54992
0.599849 0.150437 0.549937
0.350117 0.150326 0.599882
0.400062 0.150437 0.599849
0.450018 0.150326 0.599834
0.499981 0.150326 0.599834
0.549937 0.150437 0.599849
0.599882 0.150326 0.599882
0.380195 0.150753 0.383988
0.35703 0.150384 0.599722
0.389316 0.150497 0.504298
0.546577 0.150413 0.494602
0.462002 0.150517 0.567448
0.553411 0.150569 0.361091
0.373599 0.150645 0.588636
0.36088 0.150297 0.61194
0.643662 0.149889 0.478487
0.474305 0.150484 0.368586
0.648422 0.149869 0.649044
0.59042 0.150498 0.589881
0.50976 0.150549 0.57778
0.494719 0.150291 0.519354
0.553698 0.150432 0.473985
0.647691 0.149856 0.459252
0.367064 0.1506 0.545671
0.371629 0.150546 0.354213
0.536874 0.150226 0.615608
0.390924 0.150471 0.599773
0.412151 0.150597 0.580035
0.444085 0.150455 0.552393
0.36395 0.150623 0.558914
0.518537 0.150489 0.556508
0.386185 0.150096 0.63467
0.62279 0.150242 0.568154
0.516923 0.150328 0.526195
0.453548 0.150409 0.59096
0.615578 0.150238 0.59323
0.466248 0.150258 0.500069
0.480819 0.150104 0.621354
0.611423 0.150387 0.57262
0.542543 0.150378 0.481449
0.643085 0.149973 0.600957
0.514935 0.150229 0.610831
0.359395 0.150513 0.405891
0.380158 0.15 0.580711
0.384031 0.15 0.440448
0.578083 0.15 0.576225
0.603655 0.15 0.441025
0.464325 0.15 0.454978
0.550772 0.15 0.361765
0.478874 0.15 0.591725
0.467136 0.15 0.629537
0.534887 0.15 0.515862
0.507823 0.15 0.499208
0.55752 0.15 0.632586
0.565458 0.15 0.418429
0.47718 0.15 0.480403
0.584913 0.15 0.521081
0.436767 0.15 0.547247
0.402809 0.15 0.546268
0.62203 0.15 0.416662
0.396181 0.15 0.629849
0.574567 0.15 0.566272
0.474699 0.15 0.465214
0.396913 0.15 0.590214
0.50081 0.15 0.480393
0.408879 0.15 0.56749
0.572224 0.15 0.428133
0.464682 0.15 0.448083
0.351016 0.15 0.535995
0.590205 0.15 0.578761
0.373869 0.15 0.613268
0.549692 0.15 0.640313
0.627633 0.15 0.461597
0.601402 0.15 0.418246
0.524807 0.15 0.58625
0.451444 0.15 0.578834
0.363111 0.15 0.554709
0.465204 0.15 0.572105
0.603691 0.15 0.599773
