2700 0.012625
0.383866 0.382246 0.387762
0.457374 0.297692 0.338862
0.47531 0.220881 0.344028
0.491138 0.218865 0.353167
0.503289 0.245968 0.353753
0.527719 0.318069 0.347225
0.346702 0.314012 0.453173
0.386277 0.295151 0.383276
0.432051 0.270019 0.304477
0.500579 0.241211 0.282973
0.561301 0.279914 0.328757
0.593004 0.314647 0.397485
0.333141 0.276486 0.473369
0.308692 0.258989 0.430411
0.378281 0.462473 0.368736
0.508417 0.474184 0.352973
0.654685 0.440596 0.386668
0.676424 0.236851 0.440111
0.342452 0.24602 0.483812
0.293097 0.250258 0.507398
0.38077 0.489099 0.504723
0.518525 0.492504 0.502697
0.671902 0.445641 0.511802
0.694949 0.208262 0.502994
0.34851 0.273093 0.501437
0.34951 0.268636 0.559188
0.384093 0.398573 0.670274
0.501441 0.428859 0.685079
0.635132 0.392945 0.640228
0.662195 0.220004 0.546287
0.361727 0.34668 0.552058
0.41118 0.322766 0.582946
0.44815 0.245465 0.652934
0.497471 0.219874 0.689677
0.550782 0.236904 0.674732
0.595888 0.289562 0.584315
0.400791 0.333593 0.401851
0.366153 0.347259 0.55017
0.301823 0.221617 0.505297
0.654494 0.45742 0.4984
0.42281 0.305187 0.695044
0.511672 0.222529 0.358168
0.376719 0.316275 0.535502
0.375186 0.365282 0.564255
0.65914 0.257642 0.487844
0.477211 0.180569 0.354535
0.591851 0.343073 0.590783
0.608782 0.267036 0.591049
0.511061 0.264291 0.721944
0.50816 0.490465 0.563429
0.688905 0.429979 0.452684
0.660971 0.267603 0.478734
0.351222 0.225565 0.510588
0.417751 0.370313 0.36836
0.520216 0.214245 0.667748
0.406575 0.329099 0.568618
0.390746 0.272047 0.590162
0.366148 0.379405 0.664768
0.354567 0.249238 0.512053
0.545893 0.396767 0.699815
0.412022 0.351028 0.61637
0.635466 0.232502 0.528072
0.56459 0.475688 0.586903
0.441354 0.24178 0.663824
0.618051 0.276767 0.554274
0.440454 0.496195 0.502523
0.485703 0.205751 0.654536
0.63503 0.247362 0.540385
0.631523 0.469468 0.467362
0.624426 0.29409 0.541877
0.508424 0.216814 0.679512
0.35028 0.286659 0.452719
0.377227 0.30059 0.537618
0.326314 0.232525 0.442467
0.623358 0.269608 0.605036
0.664242 0.239392 0.43462
0.42732 0.479434 0.378161
0.511829 0.217434 0.357708
0.472947 0.220219 0.690353
0.479079 0.222033 0.648221
0.61715 0.468008 0.551911
0.536508 0.491286 0.501395
0.517287 0.259023 0.644264
0.617438 0.29353 0.356479
0.466624 0.494645 0.451557
0.703275 0.232074 0.537232
0.337368 0.373656 0.636468
0.346356 0.276976 0.557615
0.639473 0.242447 0.439362
0.423254 0.344022 0.616722
0.642968 0.281624 0.610915
0.455825 0.491271 0.408465
0.403528 0.315299 0.569156
0.518329 0.493487 0.453424
0.366408 0.263202 0.589571
0.641288 0.293718 0.370776
0.425645 0.467402 0.35259
0.35019 0.247786 0.495444
0.629308 0.256793 0.583668
0.394963 0.363714 0.57136
0.513768 0.262676 0.65262
0.661683 0.212854 0.471836
0.623524 0.287248 0.415036
0.533918 0.251071 0.714384
0.422665 0.271094 0.661771
0.353945 0.242318 0.509532
0.431031 0.283288 0.694051
0.600883 0.28985 0.579331
0.326656 0.181882 0.464278
0.317944 0.186685 0.461792
0.452972 0.252317 0.340487
0.667242 0.207012 0.452406
0.65249 0.208426 0.455707
0.511073 0.198513 0.348575
0.681156 0.215119 0.455283
0.633227 0.252628 0.557353
0.572553 0.301818 0.694793
0.298458 0.210332 0.456965
0.508328 0.219949 0.294053
0.698909 0.258517 0.548773
0.436871 0.251115 0.309197
0.597959 0.312668 0.421071
0.639497 0.464579 0.509509
0.381339 0.264218 0.581986
0.520196 0.223506 0.694251
0.312496 0.189809 0.492289
0.463187 0.459872 0.326563
0.663343 0.239671 0.482663
0.674775 0.193978 0.494455
0.54954 0.46968 0.613385
0.526359 0.48953 0.409727
0.723702 0.317127 0.448034
0.460789 0.265852 0.639145
0.391529 0.376564 0.391812
0.590121 0.313245 0.305927
0.594762 0.391163 0.308285
0.483558 0.216864 0.68598
0.448989 0.244421 0.291526
0.552682 0.488962 0.504687
0.589234 0.350501 0.404575
0.452879 0.290759 0.34669
0.661803 0.202273 0.460307
0.57923 0.351058 0.399818
0.370025 0.480392 0.417418
0.40751 0.347863 0.622296
0.312736 0.18151 0.483404
0.693741 0.418781 0.437787
0.657572 0.218151 0.467056
0.48308 0.30896 0.258876
0.507606 0.189739 0.334979
0.453628 0.294526 0.63297
0.320244 0.436204 0.56857
0.512457 0.223 0.646206
0.667257 0.287005 0.388083
0.404931 0.470486 0.368199
0.531933 0.276735 0.633066
0.423687 0.298584 0.609756
0.336326 0.227245 0.521999
0.659781 0.268802 0.475434
0.415234 0.315278 0.595163
0.267454 0.36519 0.501874
0.409375 0.369187 0.383883
0.415048 0.343782 0.600826
0.510683 0.494144 0.460766
0.544518 0.269708 0.297208
0.534079 0.251229 0.713989
0.533423 0.312309 0.361625
0.718891 0.360865 0.54043
0.267699 0.370233 0.495185
0.345258 0.230947 0.478089
0.490281 0.394255 0.709529
0.353399 0.25741 0.566032
0.338396 0.29538 0.607446
0.539315 0.291252 0.631815
0.393514 0.280821 0.61465
0.434024 0.40599 0.291792
0.658373 0.265399 0.473241
0.529379 0.297869 0.650413
0.549275 0.446088 0.323512
0.533191 0.280409 0.633654
0.322511 0.230278 0.524404
0.31362 0.210264 0.506011
0.358792 0.252078 0.565675
0.661076 0.257511 0.47537
0.350421 0.309978 0.449894
0.499739 0.18735 0.32541
0.729752 0.316371 0.488256
0.715621 0.294238 0.44356
0.526208 0.233124 0.318618
0.437998 0.279667 0.289198
0.292339 0.27638 0.521746
0.65794 0.249935 0.429418
0.314622 0.244117 0.528407
0.400817 0.28858 0.347547
0.43223 0.285063 0.293332
0.433851 0.336388 0.624348
0.607328 0.310228 0.428246
0.35072 0.227997 0.495306
0.701432 0.217146 0.503833
0.346257 0.223283 0.481515
0.446929 0.257913 0.644954
0.509561 0.250245 0.65421
0.355845 0.266019 0.571287
0.639593 0.350415 0.644317
0.454722 0.260032 0.3421
0.376507 0.351395 0.553088
0.435934 0.256316 0.307432
0.525242 0.247079 0.335515
0.351074 0.207396 0.492087
0.39405 0.286298 0.653739
0.586345 0.342137 0.407564
0.702738 0.218241 0.516713
0.681914 0.217779 0.541487
0.624262 0.431067 0.621727
0.32338 0.265409 0.542327
0.303316 0.436811 0.505248
0.35503 0.270076 0.42109
0.327641 0.231717 0.526752
0.505192 0.204981 0.353537
0.340979 0.239255 0.473147
0.508902 0.201542 0.314522
0.488184 0.187744 0.315304
0.453426 0.298583 0.343224
0.36164 0.291019 0.375478
0.599193 0.412694 0.318389
0.604672 0.333959 0.421731
0.351082 0.283456 0.515215
0.655927 0.202187 0.528866
0.344533 0.244434 0.464275
0.430686 0.364077 0.707977
0.512021 0.23811 0.354323
0.458969 0.254879 0.340724
0.5621 0.285412 0.699343
0.624462 0.2903 0.444075
0.497866 0.190776 0.3185
0.563809 0.486976 0.508561
0.349279 0.201123 0.49144
0.55178 0.273628 0.328006
0.509347 0.482543 0.374189
0.551972 0.238089 0.67155
0.332986 0.258194 0.54752
0.344595 0.228598 0.453516
0.323976 0.278429 0.551277
0.26798 0.323136 0.505781
0.700406 0.223063 0.46799
0.70964 0.261649 0.53135
0.667439 0.422586 0.381193
0.392826 0.27419 0.596871
0.519978 0.218324 0.651666
0.502834 0.417109 0.288228
0.537888 0.238911 0.646559
0.523544 0.263603 0.353415
0.402573 0.342888 0.56655
0.442918 0.289979 0.34738
0.341634 0.324388 0.36855
0.371786 0.29324 0.361154
0.540822 0.345872 0.717354
0.485915 0.189043 0.312779
0.494242 0.192552 0.350546
0.535654 0.394194 0.275569
0.272595 0.35501 0.451864
0.315527 0.200812 0.500637
0.669698 0.336659 0.607159
0.532385 0.284057 0.356337
0.572858 0.321385 0.593428
0.640351 0.345809 0.641549
0.37329 0.380357 0.311381
0.432071 0.46834 0.352005
0.483176 0.47341 0.34684
0.396694 0.359142 0.402865
0.513061 0.229687 0.645525
0.536898 0.30574 0.364066
0.654795 0.226435 0.503169
0.558409 0.281916 0.615222
0.630135 0.469388 0.425932
0.692047 0.213208 0.471743
0.481135 0.200545 0.349517
0.392217 0.302107 0.383308
0.461035 0.233853 0.696321
0.649759 0.220439 0.502991
0.602857 0.469674 0.563103
0.314368 0.446052 0.44885
0.338818 0.232175 0.521514
0.618767 0.28098 0.544369
0.414937 0.329558 0.294934
0.524671 0.230514 0.299777
0.536281 0.282511 0.719806
0.559093 0.387464 0.698673
0.307501 0.189802 0.48606
0.389239 0.299273 0.37286
0.701319 0.374102 0.564438
0.370983 0.303424 0.340023
0.338118 0.2441 0.533388
0.472125 0.194264 0.306659
0.645161 0.205218 0.505115
0.609241 0.331826 0.424484
0.310914 0.394417 0.586566
0.72581 0.360695 0.457305
0.508883 0.221446 0.684926
0.699196 0.218969 0.476887
0.664871 0.229068 0.554045
0.628101 0.284714 0.417194
0.536665 0.258443 0.327136
0.448987 0.493184 0.44199
0.418012 0.342072 0.621056
0.64857 0.221999 0.509006
0.374427 0.486505 0.519501
0.467499 0.187566 0.327052
