3312 0.012625
0.368856 0.440098 0.376482
0.458299 0.412752 0.327459
0.483079 0.313142 0.338875
0.489466 0.31988 0.349961
0.493734 0.369945 0.345178
0.534515 0.421364 0.324446
0.328284 0.430268 0.450965
0.418686 0.425975 0.408808
0.448353 0.319003 0.335412
0.498027 0.239564 0.307285
0.534797 0.349063 0.35452
0.592727 0.455192 0.398726
0.312559 0.392748 0.475888
0.334864 0.290134 0.45202
0.334705 0.450925 0.324585
0.516226 0.508447 0.278958
0.68721 0.410834 0.355116
0.655454 0.283009 0.461589
0.333372 0.355591 0.482086
0.315125 0.264991 0.500033
0.314138 0.543955 0.511409
0.532002 0.57993 0.510142
0.735579 0.448148 0.520835
0.666233 0.201217 0.496847
0.33351 0.405285 0.492795
0.369155 0.377182 0.52447
0.374926 0.35628 0.656878
0.50166 0.415089 0.741236
0.637913 0.354647 0.641294
0.646206 0.263337 0.51852
0.357505 0.43766 0.560438
0.406829 0.475936 0.597467
0.467682 0.347014 0.643775
0.492949 0.232127 0.669992
0.526014 0.269846 0.651553
0.568721 0.441862 0.563025
0.393096 0.471099 0.394235
0.356382 0.443278 0.560707
0.32339 0.224731 0.496936
0.72251 0.474106 0.501816
0.431194 0.318769 0.651496
0.49578 0.33452 0.361157
0.356735 0.460118 0.536385
0.362585 0.449098 0.579058
0.670627 0.371585 0.492726
0.483425 0.265396 0.371006
0.592037 0.436156 0.593697
0.57355 0.395504 0.549857
0.50588 0.250691 0.695208
0.520923 0.568666 0.605919
0.735178 0.40409 0.427761
0.679072 0.387061 0.484966
0.353852 0.323719 0.494979
0.40107 0.44713 0.353843
0.506374 0.254702 0.651596
0.393918 0.480447 0.589206
0.424712 0.431068 0.559608
0.368666 0.346116 0.640721
0.348845 0.37904 0.492724
0.559935 0.360449 0.723988
0.394897 0.432066 0.621599
0.637582 0.350233 0.508982
0.608742 0.512022 0.644174
0.463251 0.312806 0.645506
0.616305 0.420416 0.537703
0.414442 0.585224 0.510513
0.488016 0.272811 0.647223
0.636772 0.372752 0.519444
0.697468 0.507619 0.452842
0.635952 0.425095 0.539806
0.499462 0.239361 0.661523
0.337741 0.414629 0.458088
0.363993 0.45862 0.528326
0.33904 0.279618 0.464089
0.584465 0.351901 0.561343
0.646759 0.310365 0.461968
0.384454 0.506738 0.317839
0.496378 0.323862 0.362598
0.478172 0.238779 0.672819
0.486314 0.322748 0.649882
0.67621 0.487488 0.588328
0.557465 0.579079 0.506695
0.511959 0.386563 0.653222
0.570645 0.358752 0.406021
0.454663 0.584904 0.426823
0.678656 0.224143 0.522828
0.352402 0.336855 0.617069
0.366303 0.381427 0.526716
0.638959 0.368899 0.467153
0.403285 0.441832 0.628395
0.602126 0.327058 0.568714
0.430654 0.561149 0.354736
0.4025 0.48038 0.579296
0.533844 0.580764 0.428267
0.400208 0.371278 0.547413
0.595435 0.348955 0.41641
0.386021 0.47011 0.292524
0.339901 0.369671 0.486533
0.602677 0.360189 0.543721
0.369065 0.461461 0.595728
0.510772 0.37814 0.659885
0.657342 0.26526 0.478973
0.616527 0.435558 0.433452
0.522708 0.241156 0.685615
0.450564 0.348209 0.62574
0.349816 0.365186 0.491894
0.442201 0.305971 0.656075
0.576345 0.439425 0.557953
0.354058 0.208671 0.47398
0.347066 0.198598 0.471753
0.466322 0.357922 0.340203
0.65172 0.245327 0.467957
0.646186 0.277185 0.473162
0.49909 0.273213 0.361762
0.662099 0.233796 0.466584
0.62593 0.37133 0.527908
0.554725 0.299453 0.662384
0.322869 0.202753 0.46668
0.502375 0.217356 0.320273
0.672343 0.264053 0.530403
0.457656 0.296419 0.333215
0.613535 0.473759 0.414219
0.707386 0.49063 0.521867
0.409843 0.413643 0.547225
0.508832 0.226296 0.671222
0.34401 0.192979 0.489245
0.439637 0.458291 0.260923
0.665131 0.324997 0.487899
0.647612 0.212257 0.489921
0.585463 0.492959 0.674919
0.545316 0.559434 0.3588
0.700273 0.292494 0.447106
0.466172 0.403491 0.655019
0.373074 0.45107 0.377453
0.565049 0.302843 0.347419
0.596832 0.348244 0.311347
0.484914 0.235436 0.668495
0.461656 0.258294 0.315632
0.583732 0.576924 0.510927
0.61007 0.458571 0.378035
0.459589 0.415859 0.336457
0.649232 0.247686 0.472358
0.601371 0.461378 0.369713
0.309182 0.494592 0.375235
0.397479 0.423647 0.618231
0.347403 0.186693 0.484029
0.724566 0.38182 0.414156
0.657192 0.284787 0.478164
0.481587 0.293825 0.273552
0.498373 0.236569 0.355536
0.45073 0.426593 0.651376
0.280675 0.405026 0.58786
0.503675 0.321818 0.639996
0.620948 0.328831 0.425274
0.357762 0.473492 0.314064
0.526173 0.41551 0.650131
0.434664 0.454335 0.607759
0.3483 0.295145 0.503881
0.680109 0.39071 0.481243
0.417081 0.46919 0.60105
0.266477 0.33637 0.508129
0.391615 0.457771 0.366361
0.397597 0.453418 0.615816
0.522235 0.58322 0.440867
0.527344 0.296503 0.325668
0.522765 0.241838 0.685218
0.537905 0.433039 0.335955
0.720264 0.321207 0.542261
0.261587 0.343978 0.500058
0.337739 0.324362 0.481183
0.485255 0.360788 0.740495
0.375952 0.362089 0.525983
0.381611 0.321676 0.565467
0.535688 0.416697 0.647383
0.43103 0.406591 0.579767
0.415731 0.371927 0.281074
0.678292 0.388833 0.479744
0.533073 0.397631 0.669337
0.571999 0.422611 0.271945
0.52823 0.415256 0.650884
0.34063 0.270993 0.507159
0.335696 0.218845 0.496699
0.379132 0.367579 0.524718
0.674581 0.373376 0.482924
0.334453 0.431124 0.450104
0.494239 0.217283 0.351407
0.715503 0.284182 0.485616
0.685949 0.291445 0.449493
0.512335 0.277349 0.337225
0.447344 0.307051 0.321744
0.318667 0.302964 0.511936
0.639961 0.341635 0.459841
0.336093 0.284956 0.510504
0.436873 0.372761 0.38339
0.442349 0.320349 0.328438
0.416005 0.440992 0.637104
0.624786 0.466399 0.426987
0.346809 0.32657 0.488504
0.674759 0.209394 0.497541
0.341479 0.307188 0.483637
0.463849 0.37889 0.640583
0.506291 0.358338 0.655756
0.380664 0.374159 0.530703
0.615249 0.328958 0.617873
0.465562 0.372605 0.339377
