1512 0.012625
0.357377 0.216968 0.357818
0.409568 0.210723 0.322216
0.455253 0.206322 0.311385
0.499667 0.206083 0.311682
0.540071 0.205906 0.313806
0.588548 0.209037 0.323741
0.320586 0.214135 0.406037
0.371746 0.283276 0.370035
0.448553 0.284446 0.348255
0.497904 0.280858 0.345646
0.559422 0.284709 0.351256
0.630752 0.263054 0.375147
0.320779 0.196425 0.455372
0.347109 0.285499 0.448352
0.446029 0.305995 0.444204
0.499248 0.303538 0.441145
0.564234 0.306474 0.445041
0.65351 0.26714 0.450664
0.318156 0.207485 0.497824
0.347224 0.280103 0.50016
0.448313 0.304011 0.496771
0.501495 0.299661 0.497726
0.563552 0.303806 0.498024
0.65917 0.258574 0.501438
0.31999 0.212636 0.54232
0.353211 0.28559 0.563532
0.447745 0.307672 0.567131
0.49857 0.302586 0.565781
0.559367 0.306998 0.559448
0.656782 0.25801 0.550406
0.342904 0.213931 0.587
0.368788 0.238672 0.635735
0.446193 0.257682 0.652551
0.500091 0.257654 0.652943
0.54877 0.273033 0.646436
0.626379 0.259665 0.616892
0.350713 0.250796 0.352132
0.341355 0.214414 0.594067
0.329105 0.267543 0.505521
0.557863 0.303383 0.492361
0.457849 0.296598 0.610295
0.54994 0.216636 0.305315
0.330291 0.220374 0.608134
0.352358 0.212934 0.608392
0.671397 0.193438 0.481506
0.472009 0.22023 0.295172
0.630422 0.221832 0.629235
0.625176 0.269939 0.611157
0.506552 0.286978 0.629041
0.49601 0.301833 0.522217
0.571422 0.303795 0.471922
0.670548 0.19593 0.466418
0.310749 0.22772 0.55225
0.369493 0.216039 0.339137
0.531367 0.245509 0.660596
0.355691 0.230609 0.631775
0.373075 0.27191 0.620998
0.439293 0.308792 0.57041
0.313747 0.222398 0.564999
0.518377 0.301948 0.575612
0.390157 0.212337 0.645274
0.674304 0.225172 0.564509
0.520827 0.300854 0.529405
0.449833 0.267387 0.645024
0.658625 0.242998 0.597179
0.466735 0.300666 0.497654
0.483859 0.225519 0.665485
0.66698 0.242622 0.573618
0.551736 0.302703 0.478678
0.663873 0.21595 0.587287
0.513283 0.25025 0.656062
0.314877 0.221061 0.406192
0.332402 0.234498 0.606014
0.321437 0.260905 0.43503
0.618159 0.287585 0.601945
0.654531 0.264628 0.439679
0.462944 0.302022 0.448468
0.547745 0.218075 0.304865
0.477705 0.258696 0.651663
0.469179 0.215436 0.667598
0.542136 0.301746 0.515873
0.510246 0.299591 0.496797
0.547519 0.212002 0.669638
0.589669 0.29637 0.388053
0.478776 0.295181 0.476524
0.64155 0.27531 0.522346
0.425242 0.309798 0.559862
0.359136 0.288252 0.557023
0.670197 0.240768 0.411821
0.391902 0.216339 0.653672
0.613605 0.296236 0.585559
0.475211 0.29695 0.459757
0.359572 0.244161 0.626248
0.502663 0.297438 0.476604
0.364917 0.286157 0.599724
0.605354 0.296158 0.408092
0.462855 0.303365 0.439626
0.314957 0.216113 0.532169
0.636817 0.271601 0.594678
0.354728 0.212626 0.626853
0.538359 0.205969 0.662219
0.68131 0.217372 0.465902
0.641761 0.267139 0.404385
0.522731 0.282487 0.635339
0.445752 0.285103 0.628719
0.312548 0.222354 0.559358
0.460734 0.289963 0.621412
0.631925 0.256773 0.613408
0.307391 0.240255 0.461341
0.311323 0.246772 0.461945
0.410121 0.233307 0.315832
0.67243 0.242172 0.449783
0.680297 0.227445 0.43877
0.535142 0.226621 0.305876
0.665097 0.253715 0.460512
0.655417 0.257348 0.581378
0.536485 0.298078 0.6065
0.324942 0.26413 0.467127
0.506103 0.271022 0.33321
0.629804 0.284287 0.52654
0.446503 0.275941 0.337909
0.661584 0.228075 0.365759
0.552311 0.302537 0.497978
0.361548 0.273093 0.613048
0.521576 0.261441 0.650673
0.313339 0.249674 0.495752
0.480052 0.302833 0.431386
0.675748 0.201654 0.477699
0.671719 0.238155 0.496658
0.515255 0.301068 0.539387
0.508088 0.3003 0.458919
0.604944 0.298033 0.47062
0.44085 0.228609 0.66901
0.352823 0.220789 0.352973
0.551726 0.29885 0.384252
0.543301 0.307296 0.416572
0.486503 0.253563 0.654514
0.464539 0.278368 0.343175
0.517786 0.299479 0.497883
0.645246 0.22103 0.362163
0.396958 0.223096 0.319557
0.678583 0.230587 0.454198
0.641513 0.220434 0.353853
0.444234 0.30327 0.462431
0.398108 0.213162 0.639386
0.310897 0.246372 0.486014
0.574758 0.304001 0.46533
0.680071 0.21765 0.457065
0.487992 0.294139 0.377423
0.521188 0.235417 0.308312
0.429355 0.225468 0.670638
0.430056 0.307105 0.523547
0.529586 0.225109 0.665668
0.615099 0.293572 0.426756
0.454457 0.303935 0.444381
0.581425 0.218008 0.672794
0.39661 0.248663 0.648717
0.320236 0.2496 0.548346
0.669539 0.198136 0.461714
0.380209 0.243778 0.639743
0.402694 0.30225 0.493182
0.357202 0.223219 0.341927
0.376539 0.218974 0.645532
0.49871 0.296696 0.47985
0.533403 0.286782 0.355351
0.522866 0.281959 0.634835
0.605624 0.220177 0.322567
0.591491 0.301471 0.514564
0.403727 0.302393 0.490485
0.31151 0.205668 0.481277
0.493415 0.301599 0.578043
0.349185 0.282923 0.576575
0.394276 0.304425 0.573706
0.589153 0.217686 0.665237
0.40035 0.285035 0.622351
0.468431 0.303469 0.414331
0.670275 0.200487 0.458951
0.565724 0.198138 0.662604
0.520201 0.30577 0.432432
0.582643 0.217301 0.671026
0.327862 0.26336 0.534246
0.320433 0.256565 0.512582
0.344531 0.27694 0.586932
0.671794 0.201477 0.463962
0.320304 0.220352 0.401493
0.506032 0.24016 0.310044
0.604763 0.29711 0.489849
0.613634 0.294214 0.467119
0.539578 0.259163 0.325159
0.460439 0.288179 0.359881
0.365648 0.287561 0.509898
0.649285 0.267614 0.43496
0.340644 0.274483 0.526137
0.409069 0.290968 0.36081
0.455251 0.289562 0.360801
